"Date","Price","Open","High","Low","Vol.","Change %"
"30-08-2022","17,759.30","17,414.95","17,777.65","17,401.50","324.69M","2.58%"
"29-08-2022","17,312.90","17,188.65","17,380.15","17,166.20","244.86M","-1.40%"
"26-08-2022","17,558.90","17,619.30","17,685.85","17,519.35","266.64M","0.21%"
"25-08-2022","17,522.45","17,679.00","17,726.50","17,487.45","230.18M","-0.47%"
"24-08-2022","17,604.95","17,525.45","17,623.65","17,499.25","261.95M","0.16%"
"23-08-2022","17,577.50","17,357.35","17,625.55","17,345.20","285.62M","0.50%"
"22-08-2022","17,490.70","17,682.90","17,690.05","17,467.35","287.56M","-1.51%"
"19-08-2022","17,758.45","17,966.55","17,992.20","17,710.75","295.63M","-1.10%"
"18-08-2022","17,956.50","17,898.65","17,968.45","17,852.05","263.91M","0.07%"
"17-08-2022","17,944.25","17,868.15","17,965.95","17,833.35","262.77M","0.67%"
"16-08-2022","17,825.25","17,797.20","17,839.10","17,764.05","","0.72%"
"12-08-2022","17,698.15","17,659.65","17,724.65","17,597.85","303.87M","0.22%"
"11-08-2022","17,659.00","17,711.65","17,719.30","17,631.95","311.25M","0.71%"
"10-08-2022","17,534.75","17,566.10","17,566.10","17,442.80","312.72M","0.06%"
"08-08-2022","17,525.10","17,401.50","17,548.80","17,359.75","256.99M","0.73%"
"05-08-2022","17,397.50","17,423.65","17,474.40","17,348.75","355.31M","0.09%"
"04-08-2022","17,382.00","17,463.10","17,490.70","17,161.25","324.98M","-0.04%"
"03-08-2022","17,388.15","17,349.25","17,407.50","17,225.85","285.42M","0.25%"
"02-08-2022","17,345.45","17,310.15","17,390.15","17,215.85","333.64M","0.03%"
"01-08-2022","17,340.05","17,243.20","17,356.25","17,154.80","381.53M","1.06%"
"29-07-2022","17,158.25","17,079.50","17,172.80","17,018.15","436.06M","1.35%"
"28-07-2022","16,929.60","16,774.85","16,947.65","16,746.25","376.26M","1.73%"
"27-07-2022","16,641.80","16,475.35","16,653.45","16,438.75","185.21M","0.96%"
"26-07-2022","16,483.85","16,632.90","16,636.10","16,463.30","208.21M","-0.88%"
"25-07-2022","16,631.00","16,662.55","16,706.05","16,564.25","211.39M","-0.53%"
"22-07-2022","16,719.45","16,661.25","16,752.25","16,610.90","190.91M","0.69%"
"21-07-2022","16,605.25","16,523.55","16,626.95","16,483.90","243.62M","0.51%"
"20-07-2022","16,520.85","16,562.80","16,588.00","16,490.95","284.36M","1.10%"
"19-07-2022","16,340.55","16,187.05","16,359.50","16,187.05","222.63M","0.38%"
"18-07-2022","16,278.50","16,151.40","16,287.95","16,142.20","227.74M","1.43%"
"15-07-2022","16,049.20","16,010.80","16,066.95","15,927.30","205.77M","0.69%"
"14-07-2022","15,938.65","16,018.85","16,070.85","15,858.20","228.60M","-0.18%"
"13-07-2022","15,966.65","16,128.20","16,140.00","15,950.15","233.26M","-0.57%"
"12-07-2022","16,058.30","16,126.20","16,158.75","16,031.15","208.65M","-0.97%"
"11-07-2022","16,216.00","16,136.15","16,248.55","16,115.50","255.92M","-0.03%"
"08-07-2022","16,220.60","16,273.65","16,275.50","16,157.90","281.10M","0.54%"
"07-07-2022","16,132.90","16,113.75","16,150.50","16,045.95","264.62M","0.89%"
"06-07-2022","15,989.80","15,818.20","16,011.35","15,800.90","288.38M","1.13%"
"05-07-2022","15,810.85","15,909.15","16,025.75","15,785.45","254.16M","-0.15%"
"04-07-2022","15,835.35","15,710.50","15,852.35","15,661.80","304.33M","0.53%"
"01-07-2022","15,752.05","15,703.70","15,793.95","15,511.05","364.09M","-0.18%"
"30-06-2022","15,780.25","15,774.50","15,890.00","15,728.85","306.03M","-0.12%"
"29-06-2022","15,799.10","15,701.70","15,861.60","15,687.80","444.95M","-0.32%"
"28-06-2022","15,850.20","15,757.45","15,892.10","15,710.15","251.87M","0.11%"
"27-06-2022","15,832.05","15,926.20","15,927.45","15,815.50","210.93M","0.85%"
"24-06-2022","15,699.25","15,657.40","15,749.25","15,619.45","219.60M","0.92%"
"23-06-2022","15,556.65","15,451.55","15,628.45","15,367.50","259.17M","0.93%"
"22-06-2022","15,413.30","15,545.65","15,565.40","15,385.95","220.89M","-1.44%"
"21-06-2022","15,638.80","15,455.95","15,707.25","15,419.85","262.79M","1.88%"
"20-06-2022","15,350.15","15,334.50","15,382.50","15,191.10","260.02M","0.37%"
"17-06-2022","15,293.50","15,272.65","15,400.40","15,183.40","342.63M","-0.44%"
"16-06-2022","15,360.60","15,832.25","15,863.15","15,335.10","264.74M","-2.11%"
"15-06-2022","15,692.15","15,729.25","15,783.65","15,678.90","183.01M","-0.25%"
"14-06-2022","15,732.10","15,674.25","15,858.00","15,659.45","225.43M","-0.27%"
"13-06-2022","15,774.40","15,877.55","15,886.15","15,684.00","225.53M","-2.64%"
"10-06-2022","16,201.80","16,283.95","16,324.70","16,172.60","189.68M","-1.68%"
"09-06-2022","16,478.10","16,263.85","16,492.80","16,243.85","204.95M","0.74%"
"08-06-2022","16,356.25","16,474.95","16,514.30","16,293.35","243.48M","-0.37%"
"07-06-2022","16,416.35","16,469.60","16,487.25","16,347.10","233.81M","-0.92%"
"06-06-2022","16,569.55","16,530.70","16,610.95","16,444.55","233.59M","-0.09%"
"03-06-2022","16,584.30","16,761.65","16,793.85","16,567.90","245.51M","-0.26%"
"02-06-2022","16,628.00","16,481.65","16,646.40","16,443.05","235.96M","0.64%"
"01-06-2022","16,522.75","16,594.40","16,649.20","16,438.85","249.62M","-0.37%"
"31-05-2022","16,584.55","16,578.45","16,690.75","16,521.90","651.61M","-0.46%"
"30-05-2022","16,661.40","16,527.90","16,695.50","16,506.15","251.40M","1.89%"
"27-05-2022","16,352.45","16,296.60","16,370.60","16,221.95","274.06M","1.13%"
"26-05-2022","16,170.15","16,105.00","16,204.45","15,903.70","314.31M","0.90%"
"25-05-2022","16,025.80","16,196.35","16,223.35","16,006.95","243.34M","-0.62%"
"24-05-2022","16,125.15","16,225.55","16,262.80","16,078.60","249.78M","-0.55%"
"23-05-2022","16,214.70","16,290.95","16,414.70","16,185.75","293.83M","-0.32%"
"20-05-2022","16,266.15","16,043.80","16,283.05","16,003.85","252.40M","2.89%"
"19-05-2022","15,809.40","15,917.40","15,984.75","15,775.20","313.88M","-2.65%"
"18-05-2022","16,240.30","16,318.15","16,399.80","16,211.20","290.44M","-0.12%"
"17-05-2022","16,259.30","15,912.60","16,284.25","15,900.80","295.69M","2.63%"
"16-05-2022","15,842.30","15,845.10","15,977.95","15,739.65","217.65M","0.38%"
"13-05-2022","15,782.15","15,977.00","16,083.60","15,740.85","369.14M","-0.16%"
"12-05-2022","15,808.00","16,021.10","16,041.95","15,735.75","314.92M","-2.22%"
"11-05-2022","16,167.10","16,270.05","16,318.75","15,992.60","284.29M","-0.45%"
"10-05-2022","16,240.05","16,248.90","16,404.55","16,197.30","283.06M","-0.38%"
"09-05-2022","16,301.85","16,227.70","16,403.70","16,142.10","288.40M","-0.67%"
"06-05-2022","16,411.25","16,415.55","16,484.20","16,340.90","300.53M","-1.63%"
"05-05-2022","16,682.65","16,854.75","16,945.70","16,651.85","265.79M","0.03%"
"04-05-2022","16,677.60","17,096.60","17,132.85","16,623.95","310.63M","-2.29%"
"02-05-2022","17,069.10","16,924.45","17,092.25","16,917.25","278.16M","-0.20%"
"29-04-2022","17,102.55","17,329.25","17,377.65","17,053.25","336.24M","-0.83%"
"28-04-2022","17,245.05","17,189.50","17,322.50","17,071.05","312.91M","1.21%"
"27-04-2022","17,038.40","17,073.35","17,110.70","16,958.45","265.14M","-0.94%"
"26-04-2022","17,200.80","17,121.30","17,223.85","17,064.45","261.07M","1.46%"
"25-04-2022","16,953.95","17,009.05","17,054.30","16,888.70","275.69M","-1.27%"
"22-04-2022","17,171.95","17,242.75","17,315.30","17,149.20","262.74M","-1.27%"
"21-04-2022","17,392.60","17,234.60","17,414.70","17,215.50","285.20M","1.49%"
"20-04-2022","17,136.55","17,045.25","17,186.90","16,978.95","286.07M","1.05%"
"19-04-2022","16,958.65","17,258.95","17,275.65","16,824.70","401.40M","-1.25%"
"18-04-2022","17,173.65","17,183.45","17,237.75","17,067.85","376.13M","-1.73%"
"13-04-2022","17,475.65","17,599.90","17,663.65","17,457.40","245.06M","-0.31%"
"12-04-2022","17,530.30","17,584.85","17,595.30","17,442.35","266.03M","-0.82%"
"11-04-2022","17,674.95","17,740.90","17,779.05","17,650.95","251.70M","-0.62%"
"08-04-2022","17,784.35","17,698.15","17,842.75","17,600.55","274.45M","0.82%"
"07-04-2022","17,639.55","17,723.30","17,787.50","17,623.70","308.84M","-0.94%"
"06-04-2022","17,807.65","17,842.75","17,901.00","17,779.85","328.82M","-0.83%"
"05-04-2022","17,957.40","18,080.60","18,095.45","17,921.55","283.45M","-0.53%"
"04-04-2022","18,053.40","17,809.10","18,114.65","17,791.40","345.53M","2.17%"
"01-04-2022","17,670.45","17,436.90","17,703.70","17,422.70","291.77M","1.18%"
"31-03-2022","17,464.75","17,519.20","17,559.80","17,435.20","281.11M","-0.19%"
"30-03-2022","17,498.25","17,468.15","17,522.50","17,387.20","505.03M","1.00%"
"29-03-2022","17,325.30","17,297.20","17,343.65","17,235.70","235.15M","0.60%"
"28-03-2022","17,222.00","17,181.85","17,235.10","17,003.90","253.24M","0.40%"
"25-03-2022","17,153.00","17,289.00","17,294.90","17,076.55","237.12M","-0.40%"
"24-03-2022","17,222.75","17,094.95","17,291.75","17,091.15","290.28M","-0.13%"
"23-03-2022","17,245.65","17,405.05","17,442.40","17,199.60","292.12M","-0.40%"
"22-03-2022","17,315.50","17,120.40","17,334.40","17,006.30","338.26M","1.16%"
"21-03-2022","17,117.60","17,329.50","17,353.35","17,096.40","285.45M","-0.98%"
"17-03-2022","17,287.05","17,202.90","17,344.60","17,175.75","448.34M","1.84%"
"16-03-2022","16,975.35","16,876.65","16,987.90","16,837.85","259.97M","1.87%"
"15-03-2022","16,663.00","16,900.65","16,927.75","16,555.00","381.63M","-1.23%"
"14-03-2022","16,871.30","16,633.70","16,887.95","16,606.50","314.67M","1.45%"
"11-03-2022","16,630.45","16,528.80","16,694.40","16,470.90","343.72M","0.21%"
"10-03-2022","16,594.90","16,757.10","16,757.30","16,447.90","486.45M","1.53%"
"09-03-2022","16,345.35","16,078.00","16,418.05","15,990.00","462.23M","2.07%"
"08-03-2022","16,013.45","15,747.75","16,028.75","15,671.45","543.60M","0.95%"
"07-03-2022","15,863.15","15,867.95","15,944.60","15,711.45","585.40M","-2.35%"
"04-03-2022","16,245.35","16,339.45","16,456.00","16,133.80","456.14M","-1.53%"
"03-03-2022","16,498.05","16,723.20","16,768.95","16,442.95","442.07M","-0.65%"
"02-03-2022","16,605.95","16,593.10","16,678.50","16,478.65","517.72M","-1.12%"
"28-02-2022","16,793.90","16,481.60","16,815.90","16,356.30","404.21M","0.81%"
"25-02-2022","16,658.40","16,515.65","16,748.80","16,478.30","329.78M","2.53%"
"24-02-2022","16,247.95","16,548.90","16,705.25","16,203.25","457.97M","-4.78%"
"23-02-2022","17,063.25","17,194.50","17,220.70","17,027.85","200.23M","-0.17%"
"22-02-2022","17,092.20","16,847.95","17,148.55","16,843.80","300.13M","-0.67%"
"21-02-2022","17,206.65","17,192.25","17,351.05","17,070.70","215.18M","-0.40%"
"18-02-2022","17,276.30","17,236.05","17,380.80","17,219.20","189.62M","-0.16%"
"17-02-2022","17,304.60","17,396.55","17,442.90","17,235.85","232.14M","-0.10%"
"16-02-2022","17,322.20","17,408.45","17,490.60","17,257.70","244.55M","-0.17%"
"15-02-2022","17,352.45","16,933.25","17,375.00","16,839.25","298.66M","3.03%"
"14-02-2022","16,842.80","17,076.15","17,099.50","16,809.65","305.51M","-3.06%"
"11-02-2022","17,374.75","17,451.00","17,454.75","17,303.00","253.14M","-1.31%"
"10-02-2022","17,605.85","17,554.10","17,639.45","17,427.15","273.61M","0.81%"
"09-02-2022","17,463.80","17,370.10","17,477.15","17,339.00","236.35M","1.14%"
"08-02-2022","17,266.75","17,279.85","17,306.45","17,043.65","268.53M","0.31%"
"07-02-2022","17,213.60","17,456.30","17,536.75","17,119.40","265.04M","-1.73%"
"04-02-2022","17,516.30","17,590.20","17,617.80","17,462.55","261.43M","-0.25%"
"03-02-2022","17,560.20","17,767.75","17,781.15","17,511.15","226.61M","-1.24%"
"02-02-2022","17,780.00","17,706.20","17,794.60","17,674.80","271.21M","1.16%"
"01-02-2022","17,576.85","17,529.45","17,622.40","17,244.55","386.39M","1.37%"
"31-01-2022","17,339.85","17,301.05","17,410.00","17,264.15","321.66M","1.39%"
"28-01-2022","17,101.95","17,208.30","17,373.50","17,077.10","355.28M","-0.05%"
"27-01-2022","17,110.15","17,062.00","17,182.50","16,866.75","395.60M","-0.97%"
"25-01-2022","17,277.95","17,001.55","17,309.15","16,836.80","326.52M","0.75%"
"24-01-2022","17,149.10","17,575.15","17,599.40","16,997.85","323.85M","-2.66%"
"21-01-2022","17,617.15","17,613.70","17,707.60","17,485.85","277.65M","-0.79%"
"20-01-2022","17,757.00","17,921.00","17,943.70","17,648.45","258.09M","-1.01%"
"19-01-2022","17,938.40","18,129.20","18,129.20","17,884.90","276.66M","-0.96%"
"18-01-2022","18,113.05","18,337.20","18,350.95","18,085.90","227.51M","-1.07%"
"17-01-2022","18,308.10","18,235.65","18,321.55","18,228.75","266.70M","0.29%"
"14-01-2022","18,255.75","18,185.00","18,286.95","18,119.65","229.45M","-0.01%"
"13-01-2022","18,257.80","18,257.00","18,272.25","18,163.80","303.70M","0.25%"
"12-01-2022","18,212.35","18,170.40","18,227.95","18,128.80","244.97M","0.87%"
"11-01-2022","18,055.75","17,997.75","18,081.25","17,964.40","220.24M","0.29%"
"10-01-2022","18,003.30","17,913.30","18,017.45","17,879.15","232.42M","1.07%"
"07-01-2022","17,812.70","17,797.60","17,905.00","17,704.55","239.34M","0.38%"
"06-01-2022","17,745.90","17,768.50","17,797.95","17,655.55","236.45M","-1.00%"
"05-01-2022","17,925.25","17,820.10","17,944.70","17,748.85","251.46M","0.67%"
"04-01-2022","17,805.25","17,681.40","17,827.60","17,593.55","247.44M","1.02%"
"03-01-2022","17,625.70","17,387.15","17,646.65","17,383.30","200.46M","1.57%"
"31-12-2021","17,354.05","17,244.50","17,400.80","17,238.50","167.03M","0.87%"
"30-12-2021","17,203.95","17,201.45","17,264.05","17,146.35","320.83M","-0.06%"
"29-12-2021","17,213.60","17,220.10","17,285.95","17,176.65","161.68M","-0.11%"
"28-12-2021","17,233.25","17,177.60","17,250.25","17,161.15","176.03M","0.86%"
"27-12-2021","17,086.25","16,937.75","17,112.05","16,833.20","144.78M","0.49%"
"24-12-2021","17,003.75","17,149.50","17,155.60","16,909.60","182.56M","-0.40%"
"23-12-2021","17,072.60","17,066.80","17,118.65","17,015.55","196.97M","0.69%"
"22-12-2021","16,955.45","16,865.55","16,971.00","16,819.50","207.95M","1.10%"
"21-12-2021","16,770.85","16,773.15","16,936.40","16,688.25","241.03M","0.94%"
"20-12-2021","16,614.20","16,824.25","16,840.10","16,410.20","330.61M","-2.18%"
"17-12-2021","16,985.20","17,276.00","17,298.15","16,966.45","354.59M","-1.53%"
"16-12-2021","17,248.40","17,373.00","17,379.35","17,184.95","219.50M","0.16%"
"15-12-2021","17,221.40","17,323.65","17,351.20","17,192.20","214.97M","-0.60%"
"14-12-2021","17,324.90","17,283.20","17,376.20","17,225.80","270.97M","-0.25%"
"13-12-2021","17,368.25","17,619.10","17,639.50","17,355.95","256.56M","-0.82%"
"10-12-2021","17,511.30","17,476.05","17,534.35","17,405.25","204.47M","-0.03%"
"09-12-2021","17,516.85","17,524.40","17,543.25","17,379.60","237.17M","0.27%"
"08-12-2021","17,469.75","17,315.25","17,484.60","17,308.95","257.79M","1.71%"
"07-12-2021","17,176.70","17,044.10","17,251.65","16,987.75","254.14M","1.56%"
"06-12-2021","16,912.25","17,209.05","17,216.75","16,891.70","231.72M","-1.65%"
"03-12-2021","17,196.70","17,424.90","17,489.80","17,180.80","292.53M","-1.18%"
"02-12-2021","17,401.65","17,183.20","17,420.35","17,149.30","279.87M","1.37%"
"01-12-2021","17,166.90","17,104.40","17,213.05","17,064.25","295.54M","1.08%"
"30-11-2021","16,983.20","17,051.15","17,324.65","16,931.40","498.00M","-0.41%"
"29-11-2021","17,053.95","17,055.80","17,160.70","16,782.40","348.89M","0.16%"
"26-11-2021","17,026.45","17,338.75","17,355.40","16,985.70","356.33M","-2.91%"
"25-11-2021","17,536.25","17,417.30","17,564.35","17,351.70","255.95M","0.70%"
"24-11-2021","17,415.05","17,550.05","17,600.60","17,354.00","298.05M","-0.50%"
"23-11-2021","17,503.35","17,281.75","17,553.70","17,216.10","308.84M","0.50%"
"22-11-2021","17,416.55","17,796.25","17,805.25","17,280.45","356.40M","-1.96%"
"18-11-2021","17,764.80","17,890.55","17,945.60","17,688.50","278.43M","-0.75%"
"17-11-2021","17,898.65","17,939.35","18,022.65","17,879.25","295.72M","-0.56%"
"16-11-2021","17,999.20","18,127.05","18,132.65","17,958.80","267.43M","-0.61%"
"15-11-2021","18,109.45","18,140.95","18,210.15","18,071.30","280.43M","0.04%"
"12-11-2021","18,102.75","17,977.60","18,123.00","17,905.90","249.11M","1.28%"
"11-11-2021","17,873.60","17,967.45","17,971.35","17,798.20","232.12M","-0.80%"
"10-11-2021","18,017.20","17,973.45","18,061.25","17,915.00","261.45M","-0.15%"
"09-11-2021","18,044.25","18,084.35","18,112.60","17,983.05","270.20M","-0.13%"
"08-11-2021","18,068.55","18,040.20","18,087.80","17,836.10","338.92M","0.85%"
"04-11-2021","17,916.80","17,935.05","17,947.55","17,900.60","48.52M","0.49%"
"03-11-2021","17,829.20","17,947.95","17,988.75","17,757.95","331.00M","-0.33%"
"02-11-2021","17,888.95","17,970.90","18,012.25","17,847.60","296.44M","-0.23%"
"01-11-2021","17,929.65","17,783.15","17,954.10","17,697.10","281.19M","1.46%"
"29-10-2021","17,671.65","17,833.05","17,915.85","17,613.10","336.47M","-1.04%"
"28-10-2021","17,857.25","18,187.65","18,190.70","17,799.45","374.21M","-1.94%"
"27-10-2021","18,210.95","18,295.85","18,342.05","18,167.90","335.25M","-0.31%"
"26-10-2021","18,268.40","18,154.50","18,310.45","18,099.30","341.38M","0.79%"
"25-10-2021","18,125.40","18,229.50","18,241.40","17,968.50","418.70M","0.06%"
"22-10-2021","18,114.90","18,230.70","18,314.25","18,034.35","324.75M","-0.35%"
"21-10-2021","18,178.10","18,382.70","18,384.20","18,048.00","365.90M","-0.48%"
"20-10-2021","18,266.60","18,439.90","18,458.30","18,209.35","371.28M","-0.83%"
"19-10-2021","18,418.75","18,602.35","18,604.45","18,377.70","368.23M","-0.32%"
"18-10-2021","18,477.05","18,500.10","18,543.15","18,445.30","469.88M","0.76%"
"14-10-2021","18,338.55","18,272.85","18,350.75","18,248.70","538.71M","0.97%"
"13-10-2021","18,161.75","18,097.85","18,197.80","18,050.75","506.68M","0.94%"
"12-10-2021","17,991.95","17,915.80","18,008.65","17,864.95","355.57M","0.26%"
"11-10-2021","17,945.95","17,867.55","18,041.95","17,839.10","375.76M","0.28%"
"08-10-2021","17,895.20","17,886.85","17,941.85","17,840.35","324.07M","0.59%"
"07-10-2021","17,790.35","17,810.55","17,857.55","17,763.80","419.89M","0.82%"
"06-10-2021","17,646.00","17,861.50","17,884.60","17,613.15","395.83M","-0.99%"
"05-10-2021","17,822.30","17,661.35","17,833.45","17,640.90","427.00M","0.74%"
"04-10-2021","17,691.25","17,615.55","17,750.90","17,581.35","295.76M","0.91%"
"01-10-2021","17,532.05","17,531.90","17,557.15","17,452.90","305.76M","-0.49%"
"30-09-2021","17,618.15","17,718.90","17,742.15","17,585.35","378.59M","-0.53%"
"29-09-2021","17,711.30","17,657.95","17,781.75","17,608.15","562.24M","-0.21%"
"28-09-2021","17,748.60","17,906.45","17,912.85","17,576.10","398.00M","-0.60%"
"27-09-2021","17,855.10","17,932.20","17,943.50","17,802.90","295.71M","0.01%"
"24-09-2021","17,853.20","17,897.45","17,947.65","17,819.40","360.13M","0.17%"
"23-09-2021","17,822.95","17,670.85","17,843.90","17,646.55","320.51M","1.57%"
"22-09-2021","17,546.65","17,580.90","17,610.45","17,524.00","295.19M","-0.09%"
"21-09-2021","17,562.00","17,450.50","17,578.35","17,326.10","363.58M","0.95%"
"20-09-2021","17,396.90","17,443.85","17,622.75","17,361.80","339.10M","-1.07%"
"17-09-2021","17,585.15","17,709.65","17,792.95","17,537.65","508.29M","-0.25%"
"16-09-2021","17,629.50","17,539.20","17,644.60","17,510.45","503.31M","0.63%"
"15-09-2021","17,519.45","17,387.65","17,532.70","17,386.90","388.19M","0.80%"
"14-09-2021","17,380.00","17,420.35","17,438.55","17,367.05","230.35M","0.14%"
"13-09-2021","17,355.30","17,363.55","17,378.35","17,269.15","241.05M","-0.08%"
"09-09-2021","17,369.25","17,312.85","17,379.65","17,302.70","241.51M","0.09%"
"08-09-2021","17,353.50","17,375.75","17,383.40","17,254.20","252.65M","-0.05%"
"07-09-2021","17,362.10","17,401.55","17,436.50","17,287.00","243.42M","-0.09%"
"06-09-2021","17,377.80","17,399.35","17,429.55","17,345.55","228.05M","0.31%"
"03-09-2021","17,323.60","17,262.45","17,340.10","17,212.20","261.37M","0.52%"
"02-09-2021","17,234.15","17,095.40","17,245.50","17,059.70","242.38M","0.92%"
"01-09-2021","17,076.25","17,185.60","17,225.75","17,055.05","301.89M","-0.33%"
"31-08-2021","17,132.20","16,947.50","17,153.50","16,915.85","464.39M","1.19%"
"30-08-2021","16,931.05","16,775.85","16,951.50","16,764.85","283.48M","1.35%"
"27-08-2021","16,705.20","16,642.55","16,722.05","16,565.60","217.41M","0.41%"
"26-08-2021","16,636.90","16,627.95","16,683.70","16,603.40","253.53M","0.01%"
"25-08-2021","16,634.65","16,654.00","16,712.45","16,617.50","265.92M","0.06%"
"24-08-2021","16,624.60","16,561.40","16,647.10","16,495.30","275.36M","0.78%"
"23-08-2021","16,496.45","16,592.25","16,592.50","16,395.70","275.60M","0.28%"
"20-08-2021","16,450.50","16,382.50","16,509.55","16,376.05","350.82M","-0.71%"
"18-08-2021","16,568.85","16,691.95","16,701.85","16,535.85","251.80M","-0.28%"
"17-08-2021","16,614.60","16,545.25","16,628.55","16,495.40","297.39M","0.31%"
"16-08-2021","16,563.05","16,518.40","16,589.40","16,480.75","254.05M","0.21%"
"13-08-2021","16,529.10","16,385.70","16,543.60","16,376.30","321.87M","1.01%"
"12-08-2021","16,364.40","16,303.65","16,375.50","16,286.90","280.18M","0.50%"
"11-08-2021","16,282.25","16,327.30","16,338.75","16,162.55","277.90M","0.01%"
"10-08-2021","16,280.10","16,274.80","16,359.25","16,202.25","287.99M","0.13%"
"09-08-2021","16,258.25","16,281.35","16,320.75","16,179.05","240.45M","0.12%"
"06-08-2021","16,238.20","16,304.40","16,336.75","16,223.30","320.09M","-0.35%"
"05-08-2021","16,294.60","16,288.95","16,349.45","16,210.30","418.17M","0.22%"
"04-08-2021","16,258.80","16,195.25","16,290.20","16,176.15","427.34M","0.79%"
"03-08-2021","16,130.75","15,951.55","16,146.90","15,914.35","341.29M","1.55%"
"02-08-2021","15,885.15","15,874.90","15,892.90","15,834.65","244.85M","0.77%"
"30-07-2021","15,763.05","15,800.60","15,862.80","15,744.85","400.02M","-0.10%"
"29-07-2021","15,778.45","15,762.70","15,817.35","15,737.80","401.58M","0.44%"
"28-07-2021","15,709.40","15,761.55","15,767.50","15,513.45","318.60M","-0.24%"
"27-07-2021","15,746.45","15,860.50","15,881.55","15,701.00","311.01M","-0.49%"
"26-07-2021","15,824.45","15,849.30","15,893.35","15,797.00","267.08M","-0.20%"
"23-07-2021","15,856.05","15,856.80","15,899.80","15,768.40","294.10M","0.20%"
"22-07-2021","15,824.05","15,736.60","15,834.80","15,726.40","265.25M","1.23%"
"20-07-2021","15,632.10","15,703.95","15,728.45","15,578.55","274.28M","-0.76%"
